"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
10.46,9.788,8.444,6.812,6.332,6.044,7.388,7.004,6.812,11.612,12.188,9.884,10.652,10.652,9.5,6.812,6.62,8.444,9.308,8.252,8.06,7.484,11.804,11.036,9.692,7.964,7.388,10.172,9.692,9.404,9.404,9.116,8.444,9.884,10.172,6.908,5.948,6.044,6.044,9.596,11.228,10.844,6.62,6.236,6.236,9.884,9.884,8.924,7.484,7.004,9.308,11.612,11.228,10.748,7.484,6.332,7.004,7.388,7.676,6.716
9.116,6.524,6.428,6.332,6.332,10.172,9.788,9.5,9.5,8.06,8.636,11.036,9.98,9.308,8.156,9.884,9.308,9.404,9.404,7.1,6.14,6.236,7.292,9.884,10.844,9.116,8.636,9.404,9.5,9.788,9.884,7.388,6.428,6.812,7.964,9.692,11.42,9.98,10.364,7.484,6.428,9.5,12.956,10.94,9.788,7.484,7.388,9.884,10.844,8.348,6.428,6.428,6.716,9.5,8.348,8.156,7.964,10.172,9.308,7.484
8.924,7.388,7.388,7.292,9.5,11.228,8.156,6.716,7.484,8.06,7.676,7.292,7.292,10.844,11.324,7.292,5.948,7.292,7.196,9.212,9.884,10.172,9.98,8.348,6.14,6.428,6.236,6.908,7.868,10.844,10.556,6.908,6.332,7.58,7.1,9.116,9.308,9.596,9.98,11.612,10.076,6.428,6.716,8.252,8.252,8.06,8.156,7.58,8.636,10.268,9.788,12.284,12.572,12.764,14.78,7.772,6.332,11.132,7.676,7.676
7.484,7.292,10.172,11.612,11.9,10.364,10.46,9.5,8.06,9.596,7.1,7.1,6.812,6.524,6.332,9.98,11.324,9.884,10.748,8.156,8.348,12.284,10.076,8.444,6.044,6.332,9.884,9.884,8.156,6.14,8.252,10.076,8.924,7.004,6.908,6.812,6.812,7.868,7.676,6.332,6.62,7.58,8.54,10.268,8.348,6.62,5.948,10.844,11.42,11.42,11.036,7.772,9.788,10.268,9.884,8.348,8.156,7.196,6.812,6.62
9.98,11.708,10.652,5.66,6.14,6.62,6.62,6.044,8.348,9.404,11.42,10.748,9.212,9.596,10.076,7.868,6.044,5.66,7.1,7.196,9.116,9.212,10.076,9.404,7.868,7.58,6.716,7.292,9.788,10.94,10.748,9.5,9.692,11.228,10.364,9.788,8.54,9.02,7.772,9.404,13.148,13.916,10.268,9.5,6.524,6.62,6.332,6.14,8.156,9.308,10.268,8.156,6.236,6.236,7.292,7.868,7.484,10.364,12.86,10.748
8.924,10.268,10.172,8.636,7.676,5.756,7.1,9.788,9.98,9.98,8.252,5.66,6.14,9.884,11.42,11.132,8.156,6.428,7.292,11.036,14.972,15.068,10.076,6.62,6.044,10.844,10.172,7.58,7.196,9.884,9.788,6.908,5.66,9.98,10.172,10.076,9.98,6.812,6.812,9.884,11.228,10.364,9.884,7.292,6.236,7.1,7.004,7.868,7.676,7.196,8.348,9.692,9.788,7.868,6.236,9.212,9.884,10.076,9.884,9.5
8.444,9.98,7.58,6.332,6.428,6.332,7.58,11.228,10.076,8.06,7.196,11.708,10.364,6.908,7.484,8.828,10.076,9.308,9.02,9.98,9.98,9.5,9.5,7.196,6.428,6.236,9.308,11.612,11.036,10.364,10.364,7.292,6.236,7.004,6.332,9.404,9.98,11.42,9.98,9.98,9.884,8.444,7.388,8.348,9.404,9.98,9.212,9.02,7.484,7.388,9.884,12.476,10.172,9.404,6.812,6.14,7.292,9.5,11.324,11.324
9.5,9.884,7.868,7.484,10.076,11.324,10.076,6.62,6.62,7.964,7.58,11.612,11.036,6.332,6.428,8.348,14.588,12.764,8.444,7.292,8.252,7.484,6.62,7.772,6.332,9.884,9.788,9.692,9.788,8.156,8.06,8.54,10.364,10.076,6.62,6.14,8.444,9.404,9.884,11.036,10.364,10.364,10.364,10.172,9.884,7.1,6.044,8.732,9.02,9.212,9.308,9.884,9.788,6.524,6.524,10.268,9.884,9.692,9.596,7.868
8.54,8.06,7.964,10.652,11.516,11.42,9.788,7.676,7.868,9.98,11.132,10.652,10.556,9.212,6.62,6.524,8.06,9.5,10.364,10.268,9.98,9.404,7.388,7.58,8.444,9.788,10.076,9.98,10.076,10.172,10.364,7.868,6.62,7.388,12.38,11.228,9.884,10.652,10.844,8.924,6.524,6.62,6.812,9.212,7.868,7.676,7.676,9.212,10.748,9.98,9.884,10.268,9.884,8.636,6.044,5.852,7.58,7.292,10.268,10.364
8.732,8.444,7.484,6.716,7.196,7.1,7.004,6.812,6.812,9.404,9.5,10.46,10.364,6.812,6.332,8.06,10.268,9.788,9.884,10.172,10.652,9.212,8.828,9.116,9.788,9.98,7.1,6.524,7.004,8.732,12.476,11.708,9.308,7.484,7.004,9.788,11.42,11.42,9.884,8.156,6.524,11.228,11.036,7.58,6.62,8.156,7.1,6.812,6.812,12.188,12.764,11.516,10.652,10.46,7.964,7.484,8.252,10.268,9.98,6.524
9.884,9.788,9.596,8.636,9.5,9.212,11.324,10.076,6.812,7.004,7.1,7.292,9.212,9.98,9.884,9.116,9.116,8.924,8.732,8.252,8.252,8.156,7.388,9.5,10.748,11.036,12.188,8.06,8.828,8.156,7.484,7.196,7.196,6.908,6.524,6.332,8.732,12.956,10.94,9.596,9.98,9.98,10.172,9.404,10.268,12.476,10.46,9.116,8.252,7.676,7.004,9.98,10.364,10.076,7.868,7.58,7.004,6.428,8.444,9.5
10.076,9.884,7.196,6.044,9.884,12.86,9.788,9.5,9.692,9.116,10.748,10.076,6.428,6.428,6.428,8.732,8.444,9.5,9.98,10.556,10.172,10.268,10.652,8.156,7.484,6.332,7.196,7.292,7.58,9.788,10.652,9.308,6.236,6.236,6.044,5.756,7.004,11.228,11.612,9.98,9.212,7.004,7.1,11.228,10.076,9.404,7.388,6.428,8.54,9.98,9.884,9.404,9.404,9.884,9.404,6.908,5.948,6.332,9.5,9.404
9.596,8.924,8.54,8.252,9.596,9.788,8.54,8.06,10.268,10.652,10.94,8.252,8.252,7.388,7.1,9.404,11.804,10.844,7.772,6.044,6.236,6.62,7.484,11.42,11.42,7.004,5.66,6.14,6.812,7.676,9.308,11.612,10.268,7.004,6.044,9.212,9.404,9.308,9.98,10.076,11.612,11.228,9.404,6.332,6.716,8.444,12.956,10.46,9.404,8.732,8.54,8.348,10.556,11.612,10.748,7.484,7.004,7.292,7.004,9.5
9.884,10.652,11.036,9.884,11.516,10.46,7.388,6.428,6.812,6.716,9.404,10.652,11.228,8.924,7.1,8.348,7.964,6.044,6.428,7.196,9.5,10.172,7.676,6.716,8.156,12.86,10.844,10.268,7.292,6.62,6.524,6.524,9.308,14.972,10.364,9.116,9.212,8.156,9.884,9.884,6.524,7.868,7.868,7.292,11.516,12.092,8.348,9.884,9.884,7.964,8.06,10.364,10.268,9.596,9.692,9.884,8.348,7.004,7.004,10.844
10.076,9.404,8.252,10.748,10.748,9.404,8.444,6.62,7.772,7.868,9.98,11.516,8.156,6.14,7.388,7.388,7.388,9.5,9.884,8.252,8.924,7.196,7.58,10.652,12.476,11.228,9.308,6.62,7.004,6.524,6.428,6.14,5.66,6.908,7.868,9.5,14.108,11.228,8.444,8.444,8.156,6.812,7.196,7.196,7.004,11.036,10.076,7.388,7.484,9.788,13.628,10.076,7.484,7.196,9.308,10.172,9.98,8.444,8.156,9.308
9.884,10.364,7.388,8.348,10.076,10.844,9.884,9.308,9.404,7.196,7.868,8.252,9.788,9.788,10.268,8.828,7.004,6.524,10.268,9.884,9.404,9.404,9.404,7.868,9.404,12.476,12.572,11.804,9.788,6.812,6.524,11.132,10.364,8.444,8.348,8.252,7.292,6.236,6.332,7.388,11.42,12.956,13.82,10.172,8.156,7.292,10.076,11.324,9.404,7.388,6.716,7.1,6.62,8.252,8.924,6.524,7.484,9.404,11.42,10.748
9.788,9.98,6.716,9.212,9.596,9.788,9.308,6.428,6.428,9.788,10.076,10.172,9.884,6.812,6.62,6.044,8.924,8.06,9.884,9.692,9.884,11.132,7.388,7.292,7.484,7.58,9.404,10.844,9.884,9.98,7.292,7.292,9.5,11.324,11.612,8.252,8.444,8.06,9.788,12.284,11.228,9.404,6.332,6.716,7.004,10.844,12.572,14.012,10.652,8.252,7.196,9.116,9.884,10.748,9.884,10.172,9.884,9.308,7.676,8.348
9.404,9.5,7.196,6.332,9.884,12.668,11.036,9.884,9.212,8.54,9.884,9.788,8.06,7.58,6.62,8.348,7.772,6.428,7.292,7.388,9.98,10.748,9.404,10.172,10.076,9.116,7.1,7.1,10.076,9.98,7.1,6.812,6.428,6.14,6.044,9.404,10.748,10.076,10.076,8.348,6.908,7.1,10.844,11.228,11.036,9.5,8.252,7.772,7.868,7.964,13.052,11.324,9.884,9.884,9.884,9.5,8.828,7.004,7.196,7.964
9.404,9.692,11.324,9.02,7.1,8.156,8.252,9.404,10.172,7.388,7.868,10.364,10.076,9.692,9.884,8.348,6.716,9.5,11.228,11.228,11.804,12.668,10.94,9.02,9.884,8.252,7.196,6.044,7.292,7.196,7.772,8.06,10.748,11.612,10.748,10.268,7.484,6.524,8.828,11.324,10.364,7.1,7.292,9.98,11.132,9.308,6.236,8.252,11.036,9.884,7.196,7.196,7.676,11.132,12.956,8.732,9.5,10.652,10.844,7.58
7.484,9.308,11.708,11.612,9.5,9.884,8.444,7.292,7.58,7.58,9.98,11.612,9.212,6.716,7.196,11.228,11.228,10.268,7.484,6.812,9.596,10.844,8.156,9.116,10.268,9.404,9.5,9.98,9.98,8.348,8.252,7.772,7.484,6.908,10.076,10.076,10.172,10.172,9.116,6.908,7.58,8.156,11.228,10.652,11.612,9.98,10.652,8.156,6.812,9.884,11.516,11.324,10.652,6.524,7.004,7.772,7.196,8.156,7.484,10.46
9.308,8.828,7.772,8.348,9.788,10.172,6.428,8.252,11.612,9.596,7.964,7.292,6.908,6.908,6.62,7.484,9.404,11.612,12.476,8.444,7.676,7.1,7.196,9.5,10.748,11.612,11.228,7.484,6.908,10.076,14.108,14.108,11.132,7.868,6.62,10.748,11.036,8.732,8.444,9.692,10.076,8.636,7.964,9.98,10.652,8.348,7.772,6.524,7.196,10.364,14.972,11.132,5.948,6.236,6.428,6.716,10.652,10.844,8.348,9.404
9.5,7.388,6.332,6.524,10.172,10.844,10.076,7.484,8.444,10.748,9.5,6.62,8.348,9.308,9.884,9.692,6.62,9.788,11.036,9.98,8.636,7.772,7.004,7.292,9.884,10.268,8.252,6.332,8.348,8.924,9.98,9.5,7.004,6.044,7.196,9.404,9.596,7.292,8.252,9.884,7.868,6.428,10.076,12.38,10.076,9.308,9.692,9.788,7.484,7.004,9.98,9.98,10.172,8.252,7.964,10.076,11.612,11.516,6.62,6.044
10.076,11.036,10.844,10.172,10.748,10.748,9.98,9.884,9.308,7.484,6.14,7.292,7.292,9.308,11.516,9.596,10.076,8.444,6.908,6.908,7.676,6.62,9.884,9.884,7.772,6.14,6.332,7.004,6.332,10.652,14.108,11.42,8.924,7.196,8.06,8.156,7.292,7.58,10.172,10.94,10.268,10.556,10.556,8.252,8.444,8.636,9.596,9.5,10.076,10.46,7.58,6.524,9.5,9.5,9.98,11.708,10.556,10.46,7.58,7.676
9.98,10.076,7.388,6.428,8.636,12.092,10.46,6.524,6.716,6.908,10.364,10.364,9.788,7.196,7.868,8.348,10.076,9.5,9.404,9.884,9.98,8.06,6.236,8.444,10.748,9.884,10.076,10.076,8.252,6.428,7.388,7.1,9.404,11.516,10.652,11.516,7.292,6.044,7.292,11.036,11.036,10.268,7.196,6.812,7.484,6.524,6.236,8.924,10.844,9.98,10.94,8.06,6.716,9.596,9.308,9.02,6.812,8.156,11.516,9.98
8.156,8.252,6.62,7.484,7.484,10.076,9.884,7.964,6.236,7.868,8.348,8.156,9.116,11.612,12.572,8.156,6.524,7.58,7.292,10.172,10.652,10.268,9.692,8.732,6.908,7.004,7.58,9.788,13.244,11.324,10.46,7.196,7.388,9.884,13.724,10.076,7.388,5.66,7.676,9.788,9.98,9.212,7.772,8.252,7.868,8.06,12.572,12.668,9.884,9.884,9.308,7.964,7.676,6.332,7.484,7.484,9.98,12.476,10.94,9.788
7.676,7.58,7.772,9.884,11.42,9.692,6.716,6.62,6.524,10.46,11.804,10.076,9.212,7.292,8.828,9.884,10.364,8.156,9.212,10.748,11.612,9.404,7.964,7.1,9.692,10.076,9.884,7.868,7.004,6.908,10.076,9.98,9.788,7.58,6.044,6.908,6.908,9.5,11.804,10.652,8.06,6.908,6.812,9.212,9.788,9.5,9.884,10.076,8.06,6.236,9.884,10.46,8.828,8.348,8.06,8.54,10.556,10.172,7.868,6.14
10.076,10.748,9.788,11.708,7.196,6.332,6.524,11.42,10.844,8.348,7.1,6.524,9.98,9.5,7.388,6.716,9.308,10.268,9.692,8.252,7.388,6.716,8.252,12.956,11.516,10.268,6.812,6.812,6.332,6.044,8.828,9.98,10.076,10.268,7.772,7.772,10.076,9.692,9.308,9.308,9.98,8.252,8.444,10.844,10.844,7.676,6.428,9.308,8.252,8.156,8.06,8.444,10.556,8.348,6.62,6.332,6.332,7.58,10.844,8.924
8.252,9.884,8.444,6.908,6.62,7.292,6.908,8.444,11.516,10.364,6.812,7.196,9.788,9.404,9.5,7.292,6.236,6.908,9.5,10.748,8.636,8.444,8.252,7.292,7.388,9.98,11.612,9.98,7.676,6.524,7.292,6.908,7.292,6.908,7.58,11.516,11.228,9.308,7.772,6.716,10.748,10.652,8.828,7.196,6.716,9.596,9.596,9.788,11.036,11.612,10.268,7.1,8.06,8.348,8.54,9.404,9.98,10.268,7.772,6.332
10.076,10.748,9.884,6.14,9.596,12.476,10.748,9.884,7.868,6.62,8.348,9.5,9.212,9.692,10.748,9.884,8.348,8.54,7.772,7.484,9.788,11.324,11.036,6.812,6.332,11.132,10.556,10.364,7.484,6.14,8.252,8.924,9.788,9.788,7.292,8.252,9.788,9.884,9.884,9.692,8.828,8.348,9.884,10.46,8.252,9.692,9.5,9.98,6.716,10.076,11.228,9.116,6.044,10.076,14.972,14.972,10.076,6.332,7.292,11.516
9.5,10.94,10.94,10.748,9.98,7.004,6.908,8.252,8.444,9.98,8.444,6.044,6.332,6.62,7.196,9.308,9.308,9.884,9.98,7.004,9.5,10.076,10.172,8.348,6.044,7.196,9.404,11.708,11.612,6.812,7.1,9.884,11.228,8.252,8.444,9.5,7.292,9.5,10.364,10.364,6.044,6.908,9.884,11.42,10.076,9.212,7.868,8.06,10.268,11.804,8.348,8.06,6.716,9.02,9.692,10.076,6.428,6.236,6.332,7.484
10.748,11.612,11.516,11.516,10.748,11.228,11.516,10.844,8.924,7.964,7.868,10.844,10.172,7.196,6.908,6.332,6.236,9.692,11.132,10.844,7.868,8.444,8.54,9.404,10.172,7.388,6.524,9.116,10.652,11.708,9.788,9.116,7.292,7.196,9.404,9.788,7.1,6.044,6.908,9.884,12.572,12.092,11.228,11.708,7.772,7.58,11.42,15.068,11.516,7.292,6.908,9.212,10.172,11.42,9.884,8.828,6.332,7.292,7.1,9.308
8.348,6.908,6.908,10.172,13.82,11.612,6.812,8.06,11.228,11.132,6.524,6.524,6.524,6.332,6.428,8.348,8.348,9.02,10.364,10.844,9.308,9.788,9.596,10.076,10.364,11.132,8.252,7.58,8.54,9.5,9.404,7.196,7.1,9.692,11.324,11.612,13.052,8.636,9.116,10.94,10.076,7.196,5.66,6.044,6.044,8.252,7.1,7.1,7.004,6.524,6.428,6.14,8.156,7.868,11.804,11.036,10.748,10.268,10.172,9.788
10.652,9.884,6.428,6.716,9.5,9.212,9.02,9.02,8.828,8.444,8.06,7.58,10.172,9.884,7.964,7.964,10.748,9.98,9.788,9.692,7.292,9.884,7.58,7.292,12.572,7.292,6.236,7.196,9.5,9.788,7.292,6.524,6.812,8.444,8.444,7.868,7.58,6.524,9.884,10.172,7.484,7.196,9.98,11.42,7.1,8.06,10.076,10.268,7.004,7.388,10.748,11.612,10.844,9.308,6.524,8.252,8.636,7.1,7.868,10.748
9.692,9.884,8.732,6.812,6.812,10.46,12.476,11.804,10.652,11.228,8.348,9.5,7.868,6.908,11.612,12.572,9.884,7.676,7.292,9.5,9.884,11.228,9.404,7.004,6.14,9.5,11.612,10.268,6.14,6.908,7.388,7.772,8.444,8.732,7.868,8.252,8.06,8.348,9.116,9.212,10.46,10.268,9.308,9.116,9.5,9.884,12.572,10.844,9.884,10.268,7.58,6.236,6.812,10.748,13.724,9.212,6.524,8.06,7.772,9.98
9.116,10.268,9.308,6.908,7.196,7.58,8.348,10.172,8.252,6.812,7.388,7.58,8.156,8.444,8.06,7.58,7.484,9.98,11.324,8.06,8.828,7.196,6.812,10.844,12.764,10.076,9.404,8.636,9.5,9.5,10.172,11.42,10.268,8.444,9.5,9.884,10.076,10.268,8.252,6.044,5.756,10.364,11.228,11.132,11.036,9.884,6.812,6.524,7.196,10.556,10.172,7.58,7.58,9.212,12.092,12.188,10.844,10.844,7.772,6.236
10.076,10.364,9.98,8.348,8.156,7.1,6.812,7.676,9.308,9.788,9.98,6.62,6.332,6.428,9.116,12.092,12.476,11.516,10.556,9.116,8.156,9.884,10.364,8.06,6.524,6.044,6.428,10.172,11.324,10.364,7.196,7.388,11.036,10.46,8.732,6.428,7.004,9.884,9.884,9.116,9.308,9.692,7.484,7.388,7.868,9.5,10.172,9.308,9.404,9.212,9.308,8.444,6.428,7.772,8.348,7.58,5.852,8.348,9.98,7.772
8.348,7.196,7.1,9.692,11.036,9.884,6.524,6.428,10.844,10.076,8.444,8.252,6.524,6.332,9.5,9.308,9.884,10.076,9.98,6.812,6.044,6.428,6.524,10.076,10.076,11.036,8.732,10.076,8.348,6.428,6.524,8.924,11.804,11.42,7.388,7.388,8.348,10.076,8.156,8.06,8.444,11.228,10.748,9.98,9.98,8.444,7.772,6.332,6.332,10.748,9.98,9.98,9.98,10.172,11.708,11.324,10.076,8.252,7.292,8.156
10.172,11.036,10.556,7.196,6.524,8.252,7.292,7.196,7.292,8.252,9.788,10.076,9.212,10.652,11.42,11.228,10.268,6.908,6.044,9.404,13.436,11.804,9.404,6.236,6.332,7.292,6.812,8.252,9.884,10.172,9.884,10.46,9.308,8.06,7.292,7.1,8.252,11.324,11.324,9.98,9.98,7.964,7.196,7.1,7.292,10.172,9.884,9.884,7.292,8.156,9.98,10.364,9.5,8.06,6.716,6.716,10.652,9.788,7.868,6.332
9.308,8.924,8.348,8.156,7.868,11.804,12.86,11.516,11.132,10.076,10.076,9.5,7.964,7.196,7.484,7.58,7.964,9.308,9.5,7.676,7.868,8.252,13.34,8.348,6.524,6.14,6.14,9.692,10.94,10.748,7.772,7.388,9.308,9.308,7.868,7.484,6.908,7.772,8.444,9.308,6.716,6.62,6.524,9.404,11.228,10.94,9.5,6.332,6.332,6.428,8.348,10.268,9.5,7.868,6.812,10.364,10.652,10.076,9.788,9.884
10.076,9.884,10.364,9.596,9.212,8.54,8.252,6.332,5.66,9.5,10.172,10.076,9.5,6.62,6.524,6.62,7.292,7.196,9.212,9.884,10.556,10.556,8.636,8.156,8.156,11.516,10.94,9.5,9.5,9.308,9.116,8.54,9.884,7.676,6.716,9.212,8.06,7.292,7.58,7.388,7.58,7.292,6.62,9.788,9.98,6.62,5.66,10.076,10.268,7.196,6.332,6.428,7.292,10.076,11.516,10.076,8.636,7.484,7.772,7.196
9.98,10.364,10.844,11.228,7.964,6.524,6.524,6.236,6.428,7.772,7.484,6.62,6.812,8.444,11.036,11.036,12.188,11.036,10.94,8.924,6.14,6.812,9.692,9.692,10.364,9.788,7.1,6.044,8.156,10.268,10.268,7.004,8.156,10.172,10.076,9.98,6.908,6.716,9.212,9.692,11.228,10.172,7.676,6.332,9.308,10.076,9.884,7.484,7.196,9.884,11.228,9.788,8.06,6.332,6.812,8.252,10.364,9.884,10.076,9.884
10.268,10.364,6.908,6.428,6.428,6.044,9.596,10.748,11.324,8.924,5.66,6.044,6.332,9.212,11.324,10.268,9.308,7.676,8.732,8.828,6.812,7.772,7.196,11.42,10.268,10.844,9.116,6.716,6.716,9.308,9.404,9.404,8.444,8.06,8.348,10.172,7.772,6.044,9.788,11.708,11.516,11.516,11.228,10.076,9.788,9.884,9.884,9.884,7.1,6.332,6.524,6.332,11.228,10.172,8.252,7.388,7.196,9.404,11.228,9.98
9.98,10.076,6.716,6.044,11.612,10.364,9.308,9.98,10.172,10.076,8.444,5.66,6.044,6.044,8.06,8.54,10.172,7.58,7.292,9.308,11.516,10.076,10.364,8.252,6.332,6.332,6.524,7.388,7.58,10.364,11.132,9.884,7.004,7.388,9.884,10.748,9.692,8.348,8.252,9.308,8.252,8.156,7.388,11.324,10.46,6.332,6.14,7.58,10.172,11.804,10.076,11.036,10.076,8.636,9.404,10.268,9.884,7.292,7.1,6.812
9.5,10.844,10.844,10.94,7.676,6.14,8.732,9.596,9.692,9.692,7.196,6.332,7.196,7.1,9.02,9.212,9.5,11.036,10.364,7.676,8.348,9.308,8.924,8.924,9.788,10.46,9.788,9.212,9.884,11.228,10.364,9.98,9.98,10.076,10.076,9.98,8.444,9.884,9.692,8.54,6.908,10.652,10.844,9.98,6.716,7.484,10.94,12.668,11.804,10.748,7.292,6.044,9.404,9.788,10.748,10.844,11.324,9.98,6.332,5.66
9.98,11.42,10.268,11.036,11.612,8.06,7.292,11.036,11.9,11.708,11.708,10.172,7.676,5.948,8.924,9.404,10.364,8.156,8.444,11.324,11.612,6.908,6.044,9.788,11.132,11.324,11.804,10.364,9.98,9.788,6.716,6.332,7.1,9.884,10.748,10.748,8.156,7.868,9.596,10.172,7.772,6.332,10.268,12.668,11.516,11.42,9.308,6.14,6.908,8.444,8.444,9.884,10.748,9.116,9.692,9.788,9.788,7.772,7.484,10.076
11.036,9.884,6.14,7.004,7.196,9.116,10.076,9.404,9.308,7.772,7.676,11.132,8.252,7.484,7.292,8.156,9.788,11.228,9.404,6.428,6.524,6.908,10.172,11.324,10.172,7.196,7.196,7.484,10.364,11.132,8.828,6.524,7.58,7.292,8.156,10.364,8.636,7.58,6.332,6.524,6.62,6.908,7.676,10.076,11.612,9.788,6.044,7.676,7.772,8.444,7.388,7.676,10.46,12.188,10.364,7.772,6.332,10.94,10.268,9.98
9.5,9.596,9.884,9.884,7.1,5.948,8.156,12.572,9.98,9.788,8.924,7.388,7.58,7.772,8.06,8.06,10.844,10.94,7.868,6.044,6.332,7.58,9.116,10.46,9.788,6.812,7.292,7.388,8.06,7.772,7.676,7.772,9.404,9.404,9.404,7.676,7.964,9.692,9.788,9.788,9.884,8.924,6.908,6.812,7.484,7.868,10.076,14.972,12.668,7.388,6.044,7.868,11.132,11.516,10.556,9.884,10.076,10.076,9.212,8.828
10.364,11.228,11.612,13.436,9.692,6.14,6.812,9.788,9.788,8.252,8.156,9.212,9.98,10.94,11.516,8.156,7.1,6.428,7.292,11.228,11.132,7.292,6.428,7.1,11.324,10.94,6.716,6.908,8.444,9.884,10.748,8.732,9.788,8.156,7.004,7.004,6.524,7.484,11.324,12.188,9.596,7.1,7.196,11.228,11.612,11.804,8.924,6.428,6.428,6.812,10.268,10.556,7.388,6.62,7.388,7.388,7.388,9.308,11.036,10.268
9.212,10.268,10.172,6.044,7.58,10.748,11.516,9.884,7.484,7.868,9.116,9.884,9.404,7.964,7.292,6.62,8.156,8.252,11.132,10.076,8.348,6.428,7.1,7.1,6.332,10.076,11.516,9.404,9.884,9.788,10.364,8.444,7.676,8.828,9.212,9.98,10.94,9.98,8.924,8.636,9.884,10.076,7.772,7.772,11.132,14.972,10.172,11.324,10.076,7.58,6.62,10.364,9.788,7.292,6.044,7.196,6.428,6.14,8.06,10.94
10.076,11.804,9.116,9.884,10.748,9.692,9.692,9.308,9.308,10.076,8.348,7.388,7.1,8.06,8.252,11.996,9.884,10.268,8.156,8.156,7.772,8.156,9.308,10.46,8.636,7.868,6.236,7.1,9.404,9.692,9.98,11.228,9.98,9.692,8.444,9.884,10.076,9.596,11.228,7.004,6.14,6.236,9.788,11.516,9.212,9.596,10.076,10.844,7.964,6.236,7.868,12.476,9.98,11.036,8.732,6.908,7.388,9.5,8.444,9.884
10.172,8.156,7.196,7.004,6.524,6.428,9.98,11.036,7.868,6.236,6.332,6.524,6.716,9.308,8.252,8.156,6.908,6.908,11.324,14.972,11.324,8.252,6.236,8.444,9.884,9.98,9.02,9.788,9.884,7.292,6.14,6.524,7.292,7.868,8.636,9.98,10.076,10.076,10.268,9.212,9.884,10.652,10.748,9.98,7.196,6.044,6.62,7.1,9.5,13.724,12.38,11.42,10.364,11.036,11.228,10.172,9.5,6.716,6.812,10.268
8.924,9.98,9.98,8.06,5.756,9.98,9.884,8.156,6.14,9.884,9.788,9.404,7.196,7.772,11.036,9.98,7.388,6.14,8.06,9.308,9.404,10.652,9.5,7.676,7.196,9.692,9.5,9.5,10.268,7.676,7.484,9.692,11.612,10.748,9.404,7.1,6.236,9.98,9.98,9.884,9.884,8.636,6.428,6.524,9.884,14.108,11.612,7.772,6.812,11.324,11.132,9.884,9.404,9.308,9.308,9.692,8.924,11.516,10.076,10.076
8.348,8.636,8.444,6.716,6.044,6.812,11.228,9.884,7.868,6.428,9.308,9.884,9.98,7.868,7.868,7.58,9.884,12.188,11.228,10.268,7.1,7.484,10.172,9.788,7.58,7.58,6.908,7.772,10.94,8.732,9.308,6.908,6.332,10.268,10.844,13.724,14.876,11.804,7.196,9.308,10.364,9.596,10.46,10.076,9.884,8.732,6.716,8.156,8.252,8.54,10.268,11.324,11.612,9.404,6.14,5.948,8.252,12.476,10.46,9.884
11.324,10.268,9.404,7.196,6.044,7.58,6.62,6.62,9.98,10.652,10.172,6.908,5.66,6.332,9.02,9.884,9.308,9.788,10.652,9.308,8.06,6.62,6.62,6.236,7.388,6.524,9.212,9.308,9.884,9.884,10.076,8.252,6.812,6.524,6.14,11.132,12.764,9.596,9.308,9.404,8.636,9.98,10.172,8.444,9.5,11.324,8.924,6.044,6.428,9.884,10.748,10.652,7.196,7.676,9.308,9.98,8.924,6.62,7.292,7.292
7.1,7.58,9.98,7.484,6.332,7.004,10.364,9.884,6.62,6.044,6.428,6.332,8.06,10.556,12.764,9.884,9.02,8.252,8.06,6.428,6.044,10.364,9.884,9.116,9.212,8.444,9.404,10.076,9.5,6.812,6.236,6.332,8.252,10.46,11.036,9.788,7.58,7.58,6.332,9.404,12.764,11.516,10.844,9.404,7.868,7.196,10.172,9.884,9.788,7.004,6.908,10.844,10.94,9.98,9.788,7.1,6.14,6.332,10.076,9.692
10.364,10.652,8.252,6.908,6.14,9.98,10.364,7.292,6.332,6.716,6.716,6.332,6.236,9.596,11.804,11.324,9.5,9.884,9.98,10.172,7.292,7.292,10.268,11.42,10.46,9.404,7.1,7.196,10.748,11.324,11.516,7.772,6.332,10.172,12.956,12.956,11.516,11.324,6.332,6.14,7.964,8.252,7.772,7.964,9.212,11.036,11.036,8.06,6.524,9.788,10.172,9.98,9.98,8.348,8.636,9.98,9.884,8.732,8.828,9.212
9.404,10.268,9.884,9.884,8.444,7.388,6.524,7.676,7.772,9.308,12.86,11.804,10.172,7.58,7.964,9.788,11.516,11.42,8.156,8.06,11.324,11.324,6.908,7.868,6.236,9.692,10.364,10.172,9.98,9.98,9.884,7.004,6.236,6.044,8.828,9.788,9.884,7.676,7.58,9.404,11.516,11.516,8.156,6.332,8.54,11.516,10.364,6.332,7.1,7.772,6.716,8.732,9.884,10.076,9.884,7.964,7.292,6.524,7.004,6.716
